1000353800,2025487
1000353628,1593960
1000353601,1308054
1000363662,2043854
1000366305,1131326
1000371485,1986075
1000371479,1165185
1000379089,1546989
1000380905,1548670
1000383348,1200221
1000386269,2098969
1000388962,2010923
1000397042,1389298
1000397045,2057359
1000406992,2086971
1000409943,1643292
1000409946,1471564
1000409947,1639426
1000414486,1462091
1000419055,1169606
1000419061,3393277
1000419067,2023460
1000420904,1466233
1000424720,1309218
1000426236,1237750
1000426250,3784083
1000427620,2059423
1000427622,1224951
1000427623,1521317
1000430654,1384730
1000431963,1231420
1000431972,1112953
1000437198,1769316
1000437201,1207601
1000443064,1503847
1000443081,2268644
1000448677,1528151
1000452974,1439746
1000452985,1414029
1000457624,1477883
1000459307,2014062
1000459313,1467436
1000360310,1239748
1000354057,246253
1000354054,507680
1000354053,418304
1000354052,50525
1000354051,395630
1000354050,19694
1000354048,262502
1000354047,65263
1000354046,16581
1000354043,63794
1000354040,265185
1000354041,2069545
1000353926,2365
1000354038,243121
1000353925,50789
1000353924,45959
1000353921,256107
1000353922,243252
1000353912,207833
1000353923,1298420
1000353911,471678
1000353908,414566
1000353905,245564
1000353904,5435
1000353903,42415
1000353901,191524
1000353897,376508
1000353898,48880
1000353895,1182832
1000353875,371149
1000353874,124913
1000353873,297519
1000353870,17174
1000353869,377942
1000353867,616586
1000353864,543621
1000354107,392605
1000354106,468785
1000354104,327829
1000354103,436744
1000354099,415343
1000354101,262017
1000354090,51416
1000354088,2066561
1000354083,3211
1000354081,1769318
1000354020,509914
1000354019,12622
1000354017,18651
1000354014,325023
1000354012,551475
1000353894,295705
1000353892,544853
1000353891,377366
1000353885,1508349
1000353884,2033365
1000353883,472129
1000353882,2050166
1000353880,1509933
1000353879,1989439
1000353876,1486131
1000353871,1429767
1000353866,1127927
1000353863,1512806
1000353860,1442173
1000354045,2025247
1000353859,1546230
1000353858,1597119
1000353840,1152305
1000353835,1559112
1000353830,1618855
1000353824,1556414
1000353818,1414822
1000353816,2083321
1000353815,2012715
1000353814,1598558
1000353809,2013382
1000353813,2014917
1000353808,2016333
1000353807,2011692
1000353804,1892272
1000353802,1558817
1000353803,1501004
1000353799,1475870
1000354248,2024299
1000354246,1492320
1000354244,2018414
1000354247,1978478
1000354243,1609002
1000354242,1702720
1000354241,1503376
1000354240,1142067
1000354239,1219090
1000354238,1343286
1000354156,1458562
1000354134,1293128
1000354132,1463265
1000354121,1453106
1000354035,1482055
1000354032,3001642
1000354031,1416642
1000354030,2047809
1000354029,1504742
1000354024,1206897
1000354025,1542646
1000353955,2011669
1000353954,1524505
1000353953,3001380
1000353952,2058082
1000353947,1241870
1000353948,1462008
1000353949,2015941
1000353944,1331605
1000353942,1558860
1000353941,1896095
1000353856,3001466
1000353852,1501341
1000353851,2046763
1000353795,2019809
1000353790,1978084
1000353792,1483392
1000354086,1168384
1000353786,1684992
1000354089,1539442
1000354080,2041595
1000354084,1416724
1000354249,1709272
1000354235,1318277
1000354256,2053245
1000354257,2013740
1000354259,1136798
1000354258,1356506
1000354229,1418069
1000354225,1767140
1000354224,1166122
1000354221,1475983
1000354220,2013172
1000354218,1594371
1000354217,1555580
1000354216,2079707
1000354094,2047410
1000354076,2001662
1000354071,1244990
1000354068,1342084
1000353936,2043486
1000353934,2026177
1000353933,1384871
1000353931,1442949
1000353909,1243281
1000353829,2076114
1000353822,1414116
1000353679,1387536
1000353817,1298362
1000353670,2011450
1000353665,1507161
1000353913,1367648
1000353653,1297390
1000353661,1551253
1000353641,1215728
1000353633,1532001
1000353630,2012230
1000353704,1211946
1000353697,1197734
1000353699,2014750
1000353698,2017070
1000353696,1376597
1000353681,2027305
1000353690,1508008
1000353695,1423815
1000353662,1144338
1000353666,1505657
1000353644,1129103
1000353625,2017198
1000353691,2012411
1000353663,2011313
1000353686,2018989
1000353708,1921658
1000353707,2035891
1000353664,2067111
1000353656,1149898
1000353643,2017275
1000353672,3005301
1000353629,2013364
1000353693,1372632
1000353688,1411703
1000353680,1371524
1000353678,2077058
1000353675,1243669
1000353667,2089983
1000353660,1718873
1000353649,1319225
1000353654,2014111
1000353597,2029849
1000353599,1166971
1000353593,1492472
1000353594,1613672
1000353589,1479897
1000353591,1944096
1000353619,1619814
1000353623,2016293
1000354064,1386481
1000353616,1311732
1000353592,2011740
1000353584,1246802
1000353596,1246347
1000353590,1618653
1000354075,2012319
1000354069,1431818
1000358513,2014856
1000358523,1243813
1000358541,1126702
1000358568,1472508
1000358579,1382823
1000358581,1502048
1000360048,1504217
1000358596,1428343
1000354105,1446075
1000353677,1471890
1000358494,15738
1000358502,1107594
1000358503,2034103
1000358512,1204840
1000358517,1144938
1000358521,2032749
1000358498,386234
1000358539,2013153
1000360049,1475965
1000360051,1378112
1000360036,2083092
1000360037,2039139
1000360041,1617763
1000360044,1104071
1000361585,1298338
